Titulo;Imagem;Link;Status Lote;Lance Atual;Visitas_lances
Leilão 24097 - 0049 -  SUCATA JEEP COMPASS LONGITUDE F 18/18 ;https://photos.sodresantoro.com.br/veiculos/24097/2399305/1677610804_C1401426A.JPG?ims=430x323;/leilao/24097/lote/2399305/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:06;R$ 4.000;Visitas: 138 | Lances: 4
Leilão 24097 - 0050 -  SUCATA VOLKSWAGEN POLO CLAS. 1.8 MI 99/99 ;https://photos.sodresantoro.com.br/veiculos/24097/2399781/1685041497_C1419842A.JPG?ims=430x323;/leilao/24097/lote/2399781/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:06;R$ 200;Visitas: 88 | Lances: 1
Leilão 24097 - 0051 -  SUCATA TOYOTA HILUX CDSRVA4FD 17/18 ;https://photos.sodresantoro.com.br/veiculos/24097/2399782/1685381768_C1420509A.JPG?ims=430x323;/leilao/24097/lote/2399782/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:07;R$ 500;Visitas: 117 | Lances: 1
Leilão 24097 - 0052 -  SUCATA HONDA NXR125 BROS ES 03/03 ;https://photos.sodresantoro.com.br/veiculos/24097/2398885/1683636516_C1416267A.JPG?ims=430x323;/leilao/24097/lote/2398885/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:08;;Visitas: 124 | Lances: 0
Leilão 24097 - 0055 -  SUCATA VOLKSWAGEN SAVEIRO CL 1.6 MI 99/00 ;https://photos.sodresantoro.com.br/veiculos/24097/2399564/1678457703_C1403815A.JPG?ims=430x323;/leilao/24097/lote/2399564/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:09;R$ 400;Visitas: 166 | Lances: 2
Leilão 24097 - 0056 -  SUCATA HONDA CBR 600RR 11/11 ;https://photos.sodresantoro.com.br/veiculos/24097/2399565/1683641063_C1416337A.JPG?ims=430x323;/leilao/24097/lote/2399565/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:09;R$ 2.400;Visitas: 670 | Lances: 12
Leilão 24097 - 0057 -  SUCATA FIAT UNO MILLE ECONOMY 09/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399566/1679948149_C1407709A.JPG?ims=430x323;/leilao/24097/lote/2399566/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:10;R$ 200;Visitas: 118 | Lances: 1
Leilão 24097 - 0058 -  SUCATA VOLKSWAGEN GOL 1.0 11/12 ;https://photos.sodresantoro.com.br/veiculos/24097/2399567/1671218265_C1386483A.JPG?ims=430x323;/leilao/24097/lote/2399567/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:11;R$ 500;Visitas: 51 | Lances: 1
Leilão 24097 - 0059 -  SUCATA FIAT UNO MILLE WAY ECON 12/12 ;https://photos.sodresantoro.com.br/veiculos/24097/2399568/1680013084_C1407818A.JPG?ims=430x323;/leilao/24097/lote/2399568/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:12;R$ 500;Visitas: 121 | Lances: 1
Leilão 24097 - 0060 -  SUCATA VOLKSWAGEN FOX 1.6 GII 13/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399569/1682455166_C1413471A.JPG?ims=430x323;/leilao/24097/lote/2399569/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:12;R$ 500;Visitas: 47 | Lances: 1
Leilão 24097 - 0061 -  SUCATA CHEVROLET COBALT 1.8 LT 12/13 ;https://photos.sodresantoro.com.br/veiculos/24097/2399570/1683653519_C1416386A.JPG?ims=430x323;/leilao/24097/lote/2399570/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:13;;Visitas: 42 | Lances: 0
Leilão 24097 - 0062 -  SUCATA HYUNDAI HB20 1.0M COMFOR 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399571/1683043015_C1414727A.JPG?ims=430x323;/leilao/24097/lote/2399571/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:14;;Visitas: 19 | Lances: 0
Leilão 24097 - 0063 -  SUCATA TOYOTA COROLLA XEI20FLEX 10/11 ;https://photos.sodresantoro.com.br/veiculos/24097/2399572/1684268935_C1417962A.JPG?ims=430x323;/leilao/24097/lote/2399572/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:15;R$ 2.000;Visitas: 128 | Lances: 4
Leilão 24097 - 0064 -  SUCATA FIAT PALIO WK ADVEN FLEX 13/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399573/1683919640_C1417342A.JPG?ims=430x323;/leilao/24097/lote/2399573/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:15;R$ 1.500;Visitas: 50 | Lances: 1
Leilão 24097 - 0065 -  SUCATA FIAT PALIO EL 96/97 ;https://photos.sodresantoro.com.br/veiculos/24097/2399574/1675972662_C1397837A.JPG?ims=430x323;/leilao/24097/lote/2399574/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:16;;Visitas: 34 | Lances: 0
Leilão 24097 - 0066 -  SUCATA CHEVROLET CORSA HATCH 03/04 ;https://photos.sodresantoro.com.br/veiculos/24097/2399575/1680208891_C1408279A.JPG?ims=430x323;/leilao/24097/lote/2399575/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:17;;Visitas: 117 | Lances: 0
Leilão 24097 - 0067 -  SUCATA FORD FIESTA FLEX 13/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399576/1679932603_C1407530A.JPG?ims=430x323;/leilao/24097/lote/2399576/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:18;;Visitas: 72 | Lances: 0
Leilão 24097 - 0068 -  SUCATA VOLKSWAGEN GOL 16V POWER 02/02 ;https://photos.sodresantoro.com.br/veiculos/24097/2399577/1682362705_C1413225A.JPG?ims=430x323;/leilao/24097/lote/2399577/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:18;;Visitas: 72 | Lances: 0
Leilão 24097 - 0069 -  SUCATA MITSUBISHI GALANT VR 99/00 ;https://photos.sodresantoro.com.br/veiculos/24097/2399578/1680554142_C1409222A.JPG?ims=430x323;/leilao/24097/lote/2399578/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:19;R$ 200;Visitas: 110 | Lances: 1
Leilão 24097 - 0070 -  SUCATA HONDA ACCORD EXR 97/98 ;https://photos.sodresantoro.com.br/veiculos/24097/2399579/1687525686_C1238923A.JPG?ims=430x323;/leilao/24097/lote/2399579/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:20;R$ 200;Visitas: 62 | Lances: 1
Leilão 24097 - 0071 -  SUCATA HONDA FIT LX 05/06 ;https://photos.sodresantoro.com.br/veiculos/24097/2399580/1675707004_C1396450A.JPG?ims=430x323;/leilao/24097/lote/2399580/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:21;R$ 200;Visitas: 74 | Lances: 1
Leilão 24097 - 0072 -  SUCATA VOLKSWAGEN GOL 1.6 POWER 03/04 ;https://photos.sodresantoro.com.br/veiculos/24097/2399581/1680530713_C1409167A.JPG?ims=430x323;/leilao/24097/lote/2399581/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:21;;Visitas: 169 | Lances: 0
Leilão 24097 - 0073 -  SUCATA HONDA CB 300R 12/12 ;https://photos.sodresantoro.com.br/veiculos/24097/2399582/1684434220_C1418493A.JPG?ims=430x323;/leilao/24097/lote/2399582/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:22;;Visitas: 83 | Lances: 0
Leilão 24097 - 0074 -  SUCATA HONDA CB 300R 10/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399583/1683812642_C1416952A.JPG?ims=430x323;/leilao/24097/lote/2399583/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:23;R$ 200;Visitas: 123 | Lances: 1
Leilão 24097 - 0075 -  SUCATA YAMAHA FAZER FZ6 SHG 08/08 ;https://photos.sodresantoro.com.br/veiculos/24097/2399584/1684761113_C1418920A.JPG?ims=430x323;/leilao/24097/lote/2399584/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:24;R$ 200;Visitas: 63 | Lances: 1
Leilão 24097 - 0076 -  SUCATA VOLKSWAGEN GOL SPECIAL 00/00 ;https://photos.sodresantoro.com.br/veiculos/24097/2399585/1680093869_C1408157A.JPG?ims=430x323;/leilao/24097/lote/2399585/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:24;;Visitas: 12 | Lances: 0
Leilão 24097 - 0077 -  SUCATA VOLKSWAGEN GOL 16V 98/99 ;https://photos.sodresantoro.com.br/veiculos/24097/2399586/1683894356_C1416515A.JPG?ims=430x323;/leilao/24097/lote/2399586/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:25;R$ 200;Visitas: 20 | Lances: 1
Leilão 24097 - 0078 -  SUCATA CHEVROLET CORSA WIND 95/96 ;https://photos.sodresantoro.com.br/veiculos/24097/2399587/1682690202_C1414047A.JPG?ims=430x323;/leilao/24097/lote/2399587/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:26;;Visitas: 32 | Lances: 0
Leilão 24097 - 0079 -  SUCATA TOYOTA COROLLA XEI 20 FLEX 12/13 ;https://photos.sodresantoro.com.br/veiculos/24097/2399588/1683297465_C1415405A.JPG?ims=430x323;/leilao/24097/lote/2399588/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:27;R$ 500;Visitas: 61 | Lances: 1
Leilão 24097 - 0080 -  SUCATA VOLKSWAGEN GOL 1.6 POWER 02/03 ;https://photos.sodresantoro.com.br/veiculos/24097/2399589/1677778015_C1402053A.JPG?ims=430x323;/leilao/24097/lote/2399589/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:27;;Visitas: 62 | Lances: 0
Leilão 24097 - 0081 -  SUCATA RENAULT LOGAN AUTH 10 19/20 ;https://photos.sodresantoro.com.br/veiculos/24097/2399590/1684416719_C1418340A.JPG?ims=430x323;/leilao/24097/lote/2399590/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:28;R$ 2.000;Visitas: 98 | Lances: 4
Leilão 24097 - 0082 -  SUCATA TOYOTA ETIOS SD XLS 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399591/1682342802_C1413243A.JPG?ims=430x323;/leilao/24097/lote/2399591/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:29;;Visitas: 16 | Lances: 0
Leilão 24097 - 0083 -  SUCATA HONDA CG 150 TITAN ESD 11/11 ;https://photos.sodresantoro.com.br/veiculos/24097/2399592/1684784724_C1418857A.JPG?ims=430x323;/leilao/24097/lote/2399592/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:30;;Visitas: 49 | Lances: 0
Leilão 24097 - 0084 -  SUCATA PEUGEOT 207HB XR 10/11 ;https://photos.sodresantoro.com.br/veiculos/24097/2399593/1682605186_C1414040A.JPG?ims=430x323;/leilao/24097/lote/2399593/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:30;;Visitas: 61 | Lances: 0
Leilão 24097 - 0085 -  SUCATA FORD KA SEDAN SE 1.5 14/15 ;https://photos.sodresantoro.com.br/veiculos/24097/2399594/1666874647_C1377145A.JPG?ims=430x323;/leilao/24097/lote/2399594/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:31;;Visitas: 23 | Lances: 0
Leilão 24097 - 0086 -  SUCATA TOYOTA COROLLA GLI FLEX 11/12 ;https://photos.sodresantoro.com.br/veiculos/24097/2399595/1681417849_C1411536A.JPG?ims=430x323;/leilao/24097/lote/2399595/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:32;R$ 3.000;Visitas: 47 | Lances: 2
Leilão 24097 - 0087 -  SUCATA FIAT PALIO FIRE 03/04 ;https://photos.sodresantoro.com.br/veiculos/24097/2399596/1682453651_C1413577A.JPG?ims=430x323;/leilao/24097/lote/2399596/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:33;R$ 1.200;Visitas: 110 | Lances: 2
Leilão 24097 - 0088 -  SUCATA FORD KA SE 1.0 HA B 16/17 ;https://photos.sodresantoro.com.br/veiculos/24097/2399597/1681413503_C1411562A.JPG?ims=430x323;/leilao/24097/lote/2399597/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:33;;Visitas: 28 | Lances: 0
Leilão 24097 - 0089 -  SUCATA FIAT UNO MILLE EP 96/96 ;https://photos.sodresantoro.com.br/veiculos/24097/2399598/1683638696_C1416332A.JPG?ims=430x323;/leilao/24097/lote/2399598/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:34;;Visitas: 52 | Lances: 0
Leilão 24097 - 0090 -  SUCATA FIAT PALIO WK ADVEN FLEX 10/11 ;https://photos.sodresantoro.com.br/veiculos/24097/2399599/1683200137_C1415309A.JPG?ims=430x323;/leilao/24097/lote/2399599/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:35;R$ 500;Visitas: 69 | Lances: 1
Leilão 24097 - 0091 -  SUCATA VOLKSWAGEN GOLF GTI 2.0 AB 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399600/1670446313_C1384411A.JPG?ims=430x323;/leilao/24097/lote/2399600/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:36;R$ 12.500;Visitas: 565 | Lances: 9
Leilão 24097 - 0092 -  SUCATA FORD FIESTA SEDAN1.6FLEX 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399601/1677608094_C1401283A.JPG?ims=430x323;/leilao/24097/lote/2399601/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:36;R$ 500;Visitas: 16 | Lances: 1
Leilão 24097 - 0093 -  SUCATA FIAT STRADA CD WORKING 1.4 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399603/1683742885_C1416659A.JPG?ims=430x323;/leilao/24097/lote/2399603/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:37;R$ 500;Visitas: 111 | Lances: 1
Leilão 24097 - 0094 -  SUCATA FIAT PUNTO ESSENCE 1.6 13/13 ;https://photos.sodresantoro.com.br/veiculos/24097/2399604/1682454925_C1413438A.JPG?ims=430x323;/leilao/24097/lote/2399604/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:38;R$ 1.000;Visitas: 58 | Lances: 2
Leilão 24097 - 0095 -  SUCATA CHEVROLET CORSA SUPER 98/98 ;https://photos.sodresantoro.com.br/veiculos/24097/2399605/1683923151_C1416915A.JPG?ims=430x323;/leilao/24097/lote/2399605/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:39;;Visitas: 12 | Lances: 0
Leilão 24097 - 0096 -  SUCATA FIAT MOBI LIKE 1.0 8V FLE 18/19 ;https://photos.sodresantoro.com.br/veiculos/24097/2399606/1672669563_C1389360A.JPG?ims=430x323;/leilao/24097/lote/2399606/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:39;;Visitas: 16 | Lances: 0
Leilão 24097 - 0097 -  SUCATA VOLKSWAGEN GOL 1.0 06/06 ;https://photos.sodresantoro.com.br/veiculos/24097/2399607/1669042510_C1381420A.JPG?ims=430x323;/leilao/24097/lote/2399607/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:40;;Visitas: 7 | Lances: 0
Leilão 24097 - 0098 -  SUCATA FORD FIESTA HA 1.5L S 13/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399608/1680177891_C1408536A.JPG?ims=430x323;/leilao/24097/lote/2399608/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:41;;Visitas: 35 | Lances: 0
Leilão 24097 - 0099 -  SUCATA TOYOTA ETIOS SD XLS15 AT 17/18 ;https://photos.sodresantoro.com.br/veiculos/24097/2399610/1680530784_C1409232A.JPG?ims=430x323;/leilao/24097/lote/2399610/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:42;R$ 4.000;Visitas: 34 | Lances: 8
Leilão 24097 - 0100 -  SUCATA FIAT PALIO EX 99/99 ;https://photos.sodresantoro.com.br/veiculos/24097/2399611/1682455061_C1413152A.JPG?ims=430x323;/leilao/24097/lote/2399611/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:42;R$ 200;Visitas: 59 | Lances: 1
Leilão 24097 - 0101 -  SUCATA FORD FIESTA STREET 02/02 ;https://photos.sodresantoro.com.br/veiculos/24097/2399612/1681909342_C1410996A.JPG?ims=430x323;/leilao/24097/lote/2399612/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:43;R$ 200;Visitas: 40 | Lances: 1
Leilão 24097 - 0102 -  SUCATA CHEVROLET CORSA ST 01/01 ;https://photos.sodresantoro.com.br/veiculos/24097/2399613/1682533699_C1413565A.JPG?ims=430x323;/leilao/24097/lote/2399613/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:44;R$ 200;Visitas: 123 | Lances: 1
Leilão 24097 - 0103 -  SUCATA VOLKSWAGEN GOLF 1.6 MI 00/01 ;https://photos.sodresantoro.com.br/veiculos/24097/2399614/1685468896_C1420598A.JPG?ims=430x323;/leilao/24097/lote/2399614/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:45;R$ 200;Visitas: 340 | Lances: 1
Leilão 24097 - 0104 -  SUCATA HONDA CB 400 II 83/83 ;https://photos.sodresantoro.com.br/veiculos/24097/2399615/1679948542_C1407714A.JPG?ims=430x323;/leilao/24097/lote/2399615/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:45;R$ 200;Visitas: 185 | Lances: 1
Leilão 24097 - 0105 -  SUCATA FORD RANGER XL CD2 25 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399616/1673361001_C1390293A.JPG?ims=430x323;/leilao/24097/lote/2399616/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:46;R$ 4.500;Visitas: 156 | Lances: 1
Leilão 24097 - 0106 -  SUCATA VOLKSWAGEN CROSSFOX 09/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399617/1681923590_C1412643A.JPG?ims=430x323;/leilao/24097/lote/2399617/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:47;;Visitas: 24 | Lances: 0
Leilão 24097 - 0107 -  SUCATA FIAT UNO VIVACE 1.0 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399618/1683031168_C1414741A.JPG?ims=430x323;/leilao/24097/lote/2399618/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:48;R$ 500;Visitas: 167 | Lances: 1
Leilão 24097 - 0108 -  SUCATA FIAT BRAVO SPORTING 1.8 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399619/1684260659_C1417785A.JPG?ims=430x323;/leilao/24097/lote/2399619/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:48;R$ 1.500;Visitas: 124 | Lances: 3
Leilão 24097 - 0109 -  SUCATA CHEVROLET ONIX 1.4MT LT 13/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2399620/1683749112_C1416660A.JPG?ims=430x323;/leilao/24097/lote/2399620/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:49;;Visitas: 41 | Lances: 0
Leilão 24097 - 0110 -  SUCATA CHEVROLET CLASSIC 09/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399621/1683208802_C1415302A.JPG?ims=430x323;/leilao/24097/lote/2399621/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:50;;Visitas: 27 | Lances: 0
Leilão 24097 - 0111 -  SUCATA FIAT UNO MILLE SX 97/98 ;https://photos.sodresantoro.com.br/veiculos/24097/2399624/1684779368_C1417157A.JPG?ims=430x323;/leilao/24097/lote/2399624/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:51;;Visitas: 10 | Lances: 0
Leilão 24097 - 0112 -  SUCATA HONDA SCOOTER BIZ 125 KS 07/08 ;https://photos.sodresantoro.com.br/veiculos/24097/2399626/1683826340_C1416597A.JPG?ims=430x323;/leilao/24097/lote/2399626/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:51;;Visitas: 42 | Lances: 0
Leilão 24097 - 0113 -  SUCATA FORD COURIER L 1.6 FLEX 09/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399627/1683556756_C1415991A.JPG?ims=430x323;/leilao/24097/lote/2399627/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:52;R$ 200;Visitas: 175 | Lances: 1
Leilão 24097 - 0114 -  SUCATA CHEVROLET ONIX 1.4MT ACT 16/17 ;https://photos.sodresantoro.com.br/veiculos/24097/2399629/1683309797_C1415690A.JPG?ims=430x323;/leilao/24097/lote/2399629/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:53;;Visitas: 86 | Lances: 0
Leilão 24097 - 0115 -  SUCATA FORD ESCORT GL 16V H 00/00 ;https://photos.sodresantoro.com.br/veiculos/24097/2399631/1678825204_C1404290A.JPG?ims=430x323;/leilao/24097/lote/2399631/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:54;;Visitas: 15 | Lances: 0
Leilão 24097 - 0116 -  SUCATA FIAT PALIO FIRE ECONOMY 09/10 ;https://photos.sodresantoro.com.br/veiculos/24097/2399632/1685018588_C1293955A.JPG?ims=430x323;/leilao/24097/lote/2399632/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:54;R$ 200;Visitas: 45 | Lances: 1
Leilão 24097 - 0118 -  SUCATA FIAT UNO MILLE IE 95/96 ;https://photos.sodresantoro.com.br/veiculos/24097/2403391/1685370080_C1420258A.JPG?ims=430x323;/leilao/24097/lote/2403391/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:56;;Visitas: 0 | Lances: 0
Leilão 24097 - 0119 -  SUCATA CHEVROLET MONZA SL/  E 1.8 89/90 ;https://photos.sodresantoro.com.br/veiculos/24097/2403392/1684765224_C1418843A.JPG?ims=430x323;/leilao/24097/lote/2403392/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:57;;Visitas: 0 | Lances: 0
Leilão 24097 - 0120 -  SUCATA VOLKSWAGEN GOL 1.0 00/01 ;https://photos.sodresantoro.com.br/veiculos/24097/2403393/1684418547_C1418384A.JPG?ims=430x323;/leilao/24097/lote/2403393/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:57;;Visitas: 0 | Lances: 0
Leilão 24097 - 0121 -  SUCATA CHEVROLET CORSA CLASSIC 04/04 ;https://photos.sodresantoro.com.br/veiculos/24097/2403394/1683214544_C1415438A.JPG?ims=430x323;/leilao/24097/lote/2403394/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:58;;Visitas: 1 | Lances: 0
Leilão 24097 - 0122 -  SUCATA MERCEDES-BENZ A 160 03/03 ;https://photos.sodresantoro.com.br/veiculos/24097/2403395/1683128328_C1415128A.JPG?ims=430x323;/leilao/24097/lote/2403395/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 09:59;;Visitas: 0 | Lances: 0
Leilão 24097 - 0123 -  SUCATA FIAT SIENA EL 1.0 FLEX 14/14 ;https://photos.sodresantoro.com.br/veiculos/24097/2403396/1682422738_C1413440A.JPG?ims=430x323;/leilao/24097/lote/2403396/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 10:00;;Visitas: 0 | Lances: 0
Leilão 24097 - 0124 -  SUCATA HONDA HR-V EX CVT 20/20 ;https://photos.sodresantoro.com.br/veiculos/24097/2403397/1685371994_C1420455A.JPG?ims=430x323;/leilao/24097/lote/2403397/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 10:00;;Visitas: 0 | Lances: 0
Leilão 24097 - 0125 -  SUCATA FIAT STRADA FREEDOM 13CS 21/22 ;https://photos.sodresantoro.com.br/veiculos/24097/2403398/1681743868_C1411860A.JPG?ims=430x323;/leilao/24097/lote/2403398/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 10:01;;Visitas: 0 | Lances: 0
Leilão 24097 - 0126 -  SUCATA VOLKSWAGEN GOL 1.0L MC4 20/21 ;https://photos.sodresantoro.com.br/veiculos/24097/2403399/1683818566_C1417011A.JPG?ims=430x323;/leilao/24097/lote/2403399/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4945/;10/07 - 10:02;;Visitas: 1 | Lances: 0
Leilão 24197 - Indef. -  TOYOTA HILUX CDLOWM4FD 19/19 ;https://photos.sodresantoro.com.br/veiculos/24197/2403077/1686078685_C1420311A.JPG?ims=430x323;/leilao/24197/lote/2403077/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4016/;10/07 - 09:30;R$ 9.000;Visitas: 114 | Lances: 7
Leilão 24197 - Indef. -  TOYOTA HILUX CDLOWM4FD 19/19 ;https://photos.sodresantoro.com.br/veiculos/24197/2403079/1686685779_C1421403A.JPG?ims=430x323;/leilao/24197/lote/2403079/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4016/;10/07 - 09:30;R$ 8.000;Visitas: 81 | Lances: 5
Leilão 24197 - Indef. -  CHEVROLET S10 LS DD4 20/21 ;https://photos.sodresantoro.com.br/veiculos/24197/2403349/1687951967_C1426324A.JPG?ims=430x323;/leilao/24197/lote/2403349/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4016/;10/07 - 09:31;R$ 5.000;Visitas: 88 | Lances: 8
Leilão 24197 - Indef. -  MERCEDES-BENZ CLA 250 22/22 ;https://photos.sodresantoro.com.br/veiculos/24080/2400376/1687801664_C1398362A.JPG?ims=430x323;/leilao/24197/lote/2403494/ordenacao/nu_lote/tipo-ordenacao/crescente/qtde-itens/4016/;10/07 - 09:32;;Visitas: 7 | Lances: 0
